state,statefip,cbsa,cbsacode,metpop10,cbsacity,cbsacitypop,pumaname,pumanum,pumapop,pumacity,pumacitypop,geodensity,simpledensity,princity,princitypop,altmetro
CA,6,"Sacramento-Roseville-Folsom, CA",40900,2149127,Sacramento,524943,"El Dorado County--El Dorado Hills PUMA, California",1700,190345,El Dorado Hills,50547,429,110,Sacramento,524943,4 Satellite
CA,6,"Fresno, CA",23420,930450,Fresno,542107,"Fresno County (West)--Selma, Kerman & Coalinga Cities PUMA; California",1901,145769,Selma,24674,230,53,No Principal City,,2 Town
CA,6,"Fresno, CA",23420,930450,Fresno,542107,"Fresno County (North Central)--Fresno City (North) PUMA, California",1902,189716,N Fresno,,4102,3620,Fresno,542107,5 Core City
CA,6,"Fresno, CA",23420,930450,Fresno,542107,"Fresno County (Central)--Fresno City (East Central) PUMA, California",1903,106798,EC Fresno,,6111,4700,Fresno,542107,5 Core City
CA,6,"Fresno, CA",23420,930450,Fresno,542107,"Fresno County (Central)--Fresno City (Southwest) PUMA, California",1904,177638,SW Fresno,,4425,2383,Fresno,542107,5 Core City
CA,6,"Fresno, CA",23420,930450,Fresno,542107,"Fresno County (Central)--Fresno City (Southeast) PUMA, California",1905,113159,SE Fresno,,5003,2827,Fresno,542107,5 Core City
CA,6,"Fresno, CA",23420,930450,Fresno,542107,"Fresno County (Central)--Clovis City PUMA, California",1906,122131,Clovis,120124,3534,2230,Fresno,542107,4 Satellite
CA,6,"Fresno, CA",23420,930450,Fresno,542107,"Fresno County (East)--Sanger, Reedley & Parlier Cities PUMA; California",1907,134993,Sanger,26617,490,45,No Principal City,,2 Town
CA,6,"Eureka-Arcata, CA",21700,134623,Eureka,26512,"Humboldt County PUMA, California",2300,136101,Eureka,26512,320,38,Eureka,26512,2 Town
CA,6,"El Centro, CA",20940,174528,El Centro,44322,"Imperial County--El Centro City PUMA, California",2500,180580,El Centro,44322,816,43,El Centro,44322,2 Town
CA,6,"Bakersfield, CA",12540,839631,Bakersfield,403455,"Kern County (West)--Delano, Wasco & Shafter Cities PUMA; California",2901,204057,Delano,51428,761,71,No Principal City,,3 Small City
CA,6,"Bakersfield, CA",12540,839631,Bakersfield,403455,"Kern County (Central)--Bakersfield City (West) PUMA, California",2902,221174,W Bakersfield,,3877,3104,Bakersfield,403455,5 Core City
CA,6,"Bakersfield, CA",12540,839631,Bakersfield,403455,"Kern County (Central)--Bakersfield City (Northeast) PUMA, California",2903,166366,NE Bakersfield,,4089,1689,Bakersfield,403455,5 Core City
CA,6,"Bakersfield, CA",12540,839631,Bakersfield,403455,"Kern County (Central)--Bakersfield City (Southeast) PUMA, California",2904,109249,SE Bakersfield,,3387,1435,Bakersfield,403455,5 Core City
CA,6,"Bakersfield, CA",12540,839631,Bakersfield,403455,"Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities PUMA; California",2905,191612,Ridgecrest,27959,372,38,No Principal City,,2 Town
CA,6,"Hanford-Corcoran, CA",25260,152982,Hanford,57990,"Kings County--Hanford City PUMA, California",3100,151090,Hanford,57990,1232,108,Hanford,57990,3 Small City
CA,6,"Ukiah, CA",46380,77142,Ukiah,16607,"Lake & Mendocino Counties PUMA, California",3300,151386,Ukiah,16607,130,32,Ukiah,16607,2 Town
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (North/Unincorporated)--Castaic PUMA, California",3701,139561,Castaic,18937,384,66,No Principal City,,2 Town
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Northwest)--Santa Clarita City PUMA, California",3702,192376,Santa Clarita,228673,4473,3052,Los Angeles,3898747,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (North Central)--Lancaster City PUMA, California",3703,163749,Lancaster,173516,3276,1154,No Principal City,,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (North Central)--Palmdale City PUMA, California",3704,165732,Palmdale,169450,3618,1308,No Principal City,,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch) PUMA, California",3705,183996,"NW LA (Chatsworth, Porter Ranch)",,5754,4954,Los Angeles,3898747,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar) PUMA, California",3706,145265,"NC LA (Granada Hills, Sylmar)",,6969,4905,Los Angeles,3898747,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities PUMA, California",3707,152391,San Fernando,23946,10422,7938,Los Angeles,3898747,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga) PUMA; California",3708,132586,"NE LA (Sunland, Sun Valley)",,6940,3420,Los Angeles,3898747,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Central)--San Gabriel Valley Region (North) PUMA, California",3709,110284,Altadena,42846,4043,1130,Pasadena,138699,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities PUMA; California",3710,176161,Baldwin Park,72176,8107,4683,Arcadia,56681,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities PUMA; California",3711,167819,Glendora,52558,3855,2726,Arcadia,56681,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (East Central)--Pomona City PUMA, California",3712,149659,Pomona,151713,7708,6864,Arcadia,56681,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (East Central)--Covina & Walnut Cities PUMA, California",3713,111305,Covina,51268,5606,4561,Arcadia,56681,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights PUMA; California",3714,110140,Diamond Bar,55072,3339,2558,Los Angeles,3898747,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (East Central)--West Covina City PUMA, California",3715,117372,West Covina,109501,8405,7632,Los Angeles,3898747,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (East Central)--La Puente & Industry Cities PUMA, California",3716,109903,La Puente,38062,9050,6704,Los Angeles,3898747,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (East Central)--Arcadia, San Gabriel & Temple City Cities PUMA; California",3717,191245,Arcadia,56681,7722,6915,Arcadia,56681,3 Small City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Central)--Pasadena City PUMA, California",3718,140235,Pasadena,138699,8486,7029,Pasadena,138699,3 Small City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Central)--Glendale City PUMA, California",3719,198402,Glendale,196543,10726,6531,Glendale,196543,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Central)--Burbank City PUMA, California",3720,117737,Burbank,107337,7826,4157,Burbank,107337,3 Small City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village) PUMA, California",3721,134854,"NE LA (North Hollywood, Valley Village)",,13809,13098,Los Angeles,3898747,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks) PUMA, California",3722,168441,NC LA (Van Nuys),,12946,12791,Los Angeles,3898747,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (North)--LA City (North Central/Mission Hills & Panorama City) PUMA, California",3723,146025,"NC LA (Mission Hills, Panorama City)",,17798,14424,Los Angeles,3898747,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Northwest)--LA City (Northwest/Encino & Tarzana) PUMA, California",3724,181437,"NW LA (Encino, Tarzana)",,8897,6060,Los Angeles,3898747,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County--LA City (Northwest/Canoga Park, Winnetka & Woodland Hills) PUMA; California",3725,186158,"Canoga Park (Winnetka, Woodland Hills)",,7986,7259,Los Angeles,3898747,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities PUMA; California",3726,102906,Calabasas,23241,1138,560,Los Angeles,3898747,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Central)--LA City (Central/Pacific Palisades) PUMA, California",3727,161038,"W LA (Bel Air, Brentwood)",,5209,3343,Los Angeles,3898747,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Southwest)--Santa Monica City PUMA, California",3728,103353,Santa Monica,93076,11910,10765,Santa Monica,93076,3 Small City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (West Central)--LA City (West Central/Westwood & West Los Angeles) PUMA, California",3729,208321,"WC LA (Westwood, West Los Angeles)",,15709,12741,Los Angeles,3898747,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (West Central)--LA City (Central/Hancock Park & Mid-Wilshire) PUMA, California",3730,162281,"WC LA (Hancock Park, Mid-Wilshire)",,16689,14107,Los Angeles,3898747,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Central)--West Hollywood & Beverly Hills Cities PUMA, California",3731,109040,"WC LA (West Hollywood, Beverly Hills)",,11793,8253,Los Angeles,3898747,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Central)--LA City (East Central/Hollywood) PUMA, California",3732,176845,EC LA (Hollywood),,20744,16708,Los Angeles,3898747,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Central)--LA City (Central/Koreatown) PUMA, California",3733,114060,Central LA (Koreatown),,42788,39721,Los Angeles,3898747,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County--LA City (East Central/Silver Lake, Echo Park & Westlake) PUMA; California",3734,206505,"Central LA (Silver Lake, Echo Park)",,24418,17752,Los Angeles,3898747,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County--LA City (Mount Washington, Highland Park & Glassell Park) PUMA; California",3735,196040,"NC LA (Mount Washington, Highland Park)",,11264,10281,Los Angeles,3898747,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Central)--Alhambra & South Pasadena Cities PUMA, California",3736,116772,Alhambra,82868,10839,10116,Pasadena,138699,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Central)--Monterey Park & Rosemead Cities PUMA, California",3737,130236,Monterey Park,61096,10016,8822,Pasadena,138699,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Central)--El Monte & South El Monte Cities PUMA, California",3738,132792,El Monte,109450,11259,9072,Los Angeles,3898747,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Southeast)--Whittier City & Hacienda Heights PUMA, California",3739,166982,Whittier,87306,6249,4560,Los Angeles,3898747,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Central)--Pico Rivera & Montebello Cities PUMA, California",3740,128243,Pico Rivera,62088,8604,7763,Los Angeles,3898747,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Central)--Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities PUMA; California",3741,142601,Bell Gardens,39501,16252,10242,Los Angeles,3898747,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Central)--Huntington Park City, Florence-Graham & Walnut Park PUMA; California",3742,132199,Huntington Park,54883,19310,11221,Los Angeles,3898747,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Central)--East Los Angeles PUMA, California",3743,117839,East Los Angeles,118786,18547,16518,Los Angeles,3898747,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights) PUMA, California",3744,190021,EC LA (Boyle Hgts),,15331,12208,Los Angeles,3898747,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Central)--LA City (Southeast/East Vernon) PUMA, California",3745,130257,SE LA (East Vernon),,22781,23033,Los Angeles,3898747,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park) PUMA, California",3746,114938,"Central LA (USC, Exposition Park)",,20870,20968,Los Angeles,3898747,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Central)--LA City (Central/West Adams & Baldwin Hills) PUMA, California",3747,157847,"WC LA (West Adams, Baldwin Hills)",,14383,12361,Los Angeles,3898747,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities PUMA, California",3748,189082,Culver City,40779,8779,6441,Santa Monica,93076,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Central)--Inglewood City PUMA, California",3749,113864,Inglewood,107762,14495,12391,Los Angeles,3898747,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (South Central)--LA City (South Central/Westmont) PUMA, California",3750,187052,Westmont,33913,16385,16501,Los Angeles,3898747,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (South Central)--LA City (South Central/Watts) PUMA, California",3751,161275,SC LA (Watts),,17992,19104,Los Angeles,3898747,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (South)--South Gate & Lynwood Cities PUMA, California",3752,172017,South Gate,92726,15547,13771,Los Angeles,3898747,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (South)--Downey City PUMA, California",3753,109815,Downey,114355,9714,9193,Los Angeles,3898747,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities PUMA, California",3754,139852,La Mirada,48008,7747,6011,Los Angeles,3898747,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Southeast)--Norwalk City PUMA, California",3755,120712,Norwalk,102773,10895,10524,Los Angeles,3898747,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Southeast)--Bellflower & Paramount Cities PUMA, California",3756,116056,Bellflower,79190,13430,12602,Los Angeles,3898747,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (South Central)--Compton City & West Rancho Dominguez PUMA, California",3757,159102,Compton,95740,10660,8339,Los Angeles,3898747,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens PUMA; California",3758,159145,Gardena,61027,12991,11810,Gardena,61027,3 Small City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (South Central)--Hawthorne City PUMA, California",3759,113406,Hawthorne,88083,16582,13768,Gardena,61027,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities PUMA; California",3760,137449,Redondo Beach,71576,10888,8175,Gardena,61027,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (South Central)--Torrance City PUMA, California",3761,124942,Torrance,147067,8900,7021,Torrance,147067,3 Small City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (South Central)--Carson City PUMA, California",3762,113181,Carson,95558,7396,5377,Carson,95558,3 Small City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (South Central)--Long Beach City (North) PUMA, California",3763,145361,N Long Beach,,11886,10968,Long Beach,466742,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities PUMA; California",3764,159151,Lakewood,82496,8370,7809,Long Beach,466742,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Southeast)--Long Beach City (East) PUMA, California",3765,134343,E Long Beach,,8132,6013,Long Beach,466742,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (South)--Long Beach City (Southwest & Port) PUMA, California",3766,99661,SW Long Beach & Port Area,,19632,8811,Long Beach,466742,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (South)--LA City (South/San Pedro) PUMA, California",3767,184667,S LA (San Pedro),,11663,7138,Long Beach,466742,5 Core City
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Southwest)--Palos Verdes Peninsula PUMA, California",3768,110378,Rancho Palos Verdes,42287,4558,692,Long Beach,466742,4 Satellite
CA,6,"Los Angeles-Long Beach-Anaheim, CA",31080,12828837,Los Angeles,3898747,"Los Angeles County (Southeast)--Long Beach (Central) & Signal Hill Cities PUMA, California",3769,96222,Central Long Beach (Signal Hill),,23050,17642,Long Beach,466742,5 Core City
CA,6,"Madera, CA",31460,150865,Madera,66224,"Madera County--Madera City PUMA, California",3900,155925,Madera,66224,489,73,Madera,66224,3 Small City
CA,6,"San Francisco-Oakland-Berkeley, CA",41860,4335391,San Francisco,873965,"Marin County (North & West)--Novato & San Rafael (North) Cities PUMA, California",4101,108886,Novato,53225,1173,234,San Rafael,61271,4 Satellite
CA,6,"San Francisco-Oakland-Berkeley, CA",41860,4335391,San Francisco,873965,"Marin County (Southeast)--San Rafael (South), Mill Valley & Sausalito Cities PUMA; California",4102,150555,Mill Valley,14231,3970,2995,San Rafael,61271,4 Satellite
